Posted On,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
6/2/2022,2,2375000,300,3 out of 4,Super Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,3,4750000,1800,4 out of 5,Super Area,Malang,Furnished,Bachelors/Family,3,Contact Owner,IDR
7/2/2022,3,6650000,1956,1 out of 9,Super Area,Jakarta,Semi-Furnished,Bachelors,3,Contact Owner,IDR
5/25/2022,2,2280000,800,2 out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/29/2022,2,2280000,1175,5 out of 5,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,2,2850000,1080,3 out of 4,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,8550000,1955,1 out of 19,Super Area,Semarang,Unfurnished,Bachelors,3,Contact Agent,IDR
7/6/2022,2,3800000,950,1 out of 5,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,2,2850000,800,2 out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,2,1900000,1090,2 out of 4,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/9/2022,3,2850000,1450,2 out of 5,Carpet Area,Palembang,Semi-Furnished,Family,3,Contact Owner,IDR
7/7/2022,2,3762000,1070,3 out of 4,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,2,1615000,60,3 out of 5,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,4,24700000,3133,14 out of 14,Carpet Area,Surabaya,Furnished,Family,5,Contact Agent,IDR
7/10/2022,1,1615000,900,2 out of 2,Carpet Area,Bandung,Unfurnished,Family,1,Contact Owner,IDR
5/16/2022,1,855000,60,1 out of 2,Super Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/10/2022,2,1710000,600,3 out of 4,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/10/2022,1,2470000,750,3 out of 3,Carpet Area,Makassar,Semi-Furnished,Family,1,Contact Owner,IDR
7/6/2022,2,3420000,900,2 out of 4,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/4/2022,3,4940000,1800,2 out of 4,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/20/2022,1,3230000,470,3 out of 5,Super Area,Palembang,Furnished,Bachelors/Family,1,Contact Agent,IDR
5/6/2022,2,1710000,720,1 out of 3,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,1520000,450,Ground out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
7/6/2022,2,1900000,600,7 out of 7,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/26/2022,2,2280000,1100,1 out of 1,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/27/2022,2,2660000,1300,3 out of 3,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,2,4750000,1500,Ground out of 2,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/5/2022,2,4180000,1200,4 out of 8,Super Area,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
5/29/2022,4,8550000,3000,3 out of 4,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
6/26/2022,3,3800000,2000,1 out of 1,Carpet Area,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/14/2022,2,3040000,800,2 out of 4,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,3,6650000,1000,3 out of 6,Carpet Area,Malang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,2,2850000,1200,2 out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,1,1045000,400,1 out of 2,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Builder,IDR
6/4/2022,3,6650000,1250,4 out of 5,Carpet Area,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
7/4/2022,1,2660000,700,5 out of 5,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
7/6/2022,2,4750000,1100,1 out of 5,Super Area,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/6/2022,4,6840000,2050,1 out of 3,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,3800000,1428,4 out of 8,Super Area,Yogyakarta,Semi-Furnished,Family,2,Contact Agent,IDR
5/22/2022,3,5700000,1700,3 out of 5,Carpet Area,Denpasar,Furnished,Family,3,Contact Agent,IDR
7/2/2022,2,2280000,1140,2 out of 5,Super Area,Palembang,Semi-Furnished,Family,2,Contact Owner,IDR
5/22/2022,2,3040000,1000,2 out of 5,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
6/3/2022,2,2470000,1160,3 out of 5,Super Area,Jakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
7/5/2022,3,4180000,3000,3 out of 5,Carpet Area,Surabaya,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,1,2850000,450,1 out of 3,Super Area,Bandung,Unfurnished,Family,1,Contact Agent,IDR
5/6/2022,3,2660000,1540,2 out of 5,Super Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,2,1520000,1000,2 out of 8,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,10830000,1417,7 out of 30,Carpet Area,Makassar,Furnished,Bachelors,3,Contact Agent,IDR
5/31/2022,3,228000,2100,1 out of 3,Carpet Area,Yogyakarta,Furnished,Bachelors/Family,3,Contact Owner,IDR
7/8/2022,2,1520000,550,4 out of 4,Carpet Area,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
5/18/2022,3,2850000,1600,1 out of 5,Super Area,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/10/2022,2,3230000,1200,4 out of 5,Super Area,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/18/2022,2,2280000,500,1 out of 2,Super Area,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/17/2022,3,4750000,1300,Ground out of 5,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,2,2470000,600,1 out of 3,Super Area,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/25/2022,3,6650000,1565,1 out of 6,Carpet Area,Medan,Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,1,1235000,350,2 out of 4,Super Area,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/3/2022,2,2090000,1100,1 out of 4,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,4750000,1200,1 out of 6,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/3/2022,3,6650000,2000,1 out of 5,Super Area,Denpasar,Furnished,Family,3,Contact Owner,IDR
5/25/2022,3,5130000,2200,3 out of 6,Super Area,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,3,3420000,1400,2 out of 4,Super Area,Malang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
5/6/2022,3,3800000,1950,5 out of 6,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/16/2022,2,1615000,130,1 out of 1,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/10/2022,2,2660000,1300,Ground out of 2,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/9/2022,3,6650000,1675,5 out of 12,Super Area,Medan,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,2,3040000,1135,3 out of 5,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,3,3800000,1800,3 out of 4,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,3,3420000,1400,1 out of 5,Super Area,Yogyakarta,Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,4,26600000,3698,16 out of 22,Carpet Area,Denpasar,Semi-Furnished,Family,5,Contact Agent,IDR
5/12/2022,2,1900000,950,Ground out of 4,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,2280000,650,1 out of 2,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/24/2022,1,1007000,100,3 out of 3,Carpet Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,2,2090000,950,2 out of 3,Carpet Area,Surabaya,Unfurnished,Bachelors,2,Contact Owner,IDR
6/10/2022,2,2280000,1000,1 out of 2,Carpet Area,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
6/6/2022,2,2280000,900,3 out of 4,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/29/2022,3,3800000,1800,7 out of 10,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/2/2022,2,2470000,1000,2 out of 3,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/9/2022,3,4180000,1800,2 out of 5,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,2,2850000,1000,2 out of 4,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,1,1026000,450,1 out of 2,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/28/2022,3,3135000,1771,2 out of 5,Super Area,Malang,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/29/2022,2,2280000,1150,4 out of 5,Carpet Area,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,2,1615000,1000,2 out of 3,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/8/2022,2,2660000,1050,2 out of 5,Carpet Area,Bandung,Semi-Furnished,Bachelors,2,Contact Owner,IDR
6/8/2022,3,2850000,1500,2 out of 3,Carpet Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,1140000,750,1 out of 2,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,2660000,1100,Ground out of 4,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/29/2022,2,2850000,800,Ground out of 3,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,3,7030000,150,1 out of 5,Carpet Area,Denpasar,Unfurnished,Bachelors,3,Contact Agent,IDR
6/30/2022,1,1235000,750,2 out of 3,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/20/2022,2,1900000,600,2 out of 3,Super Area,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,2,2280000,1080,2 out of 3,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/28/2022,2,2280000,1100,3 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/17/2022,2,1710000,750,2 out of 3,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/10/2022,3,11400000,2405,10 out of 14,Super Area,Medan,Semi-Furnished,Bachelors,4,Contact Agent,IDR
4/30/2022,2,3420000,1248,4 out of 5,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/2/2022,2,2660000,1110,2 out of 5,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/10/2022,3,9500000,2300,2 out of 5,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/8/2022,2,3230000,1000,3 out of 5,Carpet Area,Denpasar,Furnished,Bachelors,2,Contact Owner,IDR
5/6/2022,2,1710000,800,4 out of 5,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,4,15200000,3115,3 out of 3,Super Area,Malang,Furnished,Bachelors/Family,5,Contact Owner,IDR
6/22/2022,1,1425000,500,1 out of 2,Super Area,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/15/2022,2,2660000,950,5 out of 5,Carpet Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,2660000,1374,2 out of 3,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/30/2022,1,1900000,1300,Ground out of 1,Carpet Area,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,2,3230000,1150,5 out of 6,Super Area,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,1,1235000,450,2 out of 3,Carpet Area,Makassar,Semi-Furnished,Bachelors,1,Contact Owner,IDR
5/6/2022,2,1900000,927,3 out of 5,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/25/2022,3,4180000,1500,4 out of 5,Super Area,Denpasar,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,2,2850000,1200,1 out of 3,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/29/2022,2,2280000,1200,Ground out of 2,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,9880000,2800,16 out of 19,Carpet Area,Jakarta,Furnished,Family,3,Contact Agent,IDR
5/6/2022,1,1235000,562,3 out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/19/2022,2,3800000,1500,1 out of 3,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,3,4750000,1950,Ground out of 3,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/10/2022,3,2660000,1360,3 out of 8,Super Area,Semarang,Furnished,Bachelors,2,Contact Owner,IDR
6/25/2022,3,4750000,1800,1 out of 3,Super Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/31/2022,2,2375000,950,2 out of 8,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/5/2022,2,2280000,780,3 out of 3,Carpet Area,Denpasar,Unfurnished,Bachelors,2,Contact Owner,IDR
6/10/2022,1,1900000,500,1 out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/18/2022,2,3230000,1050,3 out of 5,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/10/2022,1,2945000,600,Upper Basement out of 5,Carpet Area,Jakarta,Semi-Furnished,Bachelors,1,Contact Agent,IDR
5/29/2022,3,12350000,1800,Ground out of 1,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/6/2022,3,11400000,1800,14 out of 30,Carpet Area,Bandung,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
7/6/2022,3,8550000,1900,4 out of 10,Carpet Area,Medan,Semi-Furnished,Family,3,Contact Agent,IDR
6/18/2022,2,1995000,1100,3 out of 5,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/24/2022,2,1710000,200,2 out of 7,Super Area,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/6/2022,3,3800000,1400,3 out of 5,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,2,3800000,1200,2 out of 5,Carpet Area,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
5/6/2022,3,3420000,1600,2 out of 5,Super Area,Palembang,Furnished,Bachelors/Family,3,Contact Owner,IDR
5/6/2022,2,2280000,1150,2 out of 5,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,2,2280000,130,2 out of 3,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/27/2022,4,22800000,3800,1 out of 1,Carpet Area,Surabaya,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
4/30/2022,3,5320000,1720,4 out of 10,Super Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
4/30/2022,1,1140000,500,1 out of 3,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/14/2022,2,2375000,1200,2 out of 6,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,4,5890000,2400,2 out of 4,Super Area,Makassar,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
5/25/2022,2,1330000,800,3 out of 4,Super Area,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/24/2022,2,4180000,1300,4 out of 5,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/30/2022,2,3325000,1400,4 out of 6,Super Area,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/4/2022,2,2660000,650,1 out of 3,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/12/2022,2,1805000,103,2 out of 4,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
4/30/2022,1,1330000,950,1 out of 5,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/6/2022,3,2850000,1500,3 out of 5,Super Area,Bandung,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/30/2022,3,2850000,1550,5 out of 5,Carpet Area,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,1900000,140,2 out of 4,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,2660000,1800,1 out of 2,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/8/2022,4,16150000,2550,2 out of 3,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
5/12/2022,1,1045000,500,Ground out of 3,Super Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
5/12/2022,2,2660000,800,Ground out of 3,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,2,1900000,800,1 out of 2,Super Area,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,1900000,1300,2 out of 4,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,2470000,600,2 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,3,3800000,1000,2 out of 6,Super Area,Bandung,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/10/2022,3,4750000,1000,1 out of 4,Carpet Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,1,1425000,500,2 out of 3,Super Area,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
6/6/2022,1,38000000,8000,Ground out of 4,Super Area,Makassar,Unfurnished,Bachelors/Family,10,Contact Owner,IDR
5/1/2022,2,2280000,1100,2 out of 3,Carpet Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/3/2022,2,1805000,1100,Ground out of 3,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,2,2280000,200,1 out of 1,Carpet Area,Palembang,Unfurnished,Bachelors,2,Contact Owner,IDR
5/25/2022,2,1900000,1800,2 out of 3,Super Area,Malang,Unfurnished,Family,2,Contact Owner,IDR
7/8/2022,2,1520000,190,1 out of 1,Super Area,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
7/2/2022,3,3040000,1350,1 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,2343270,1200,Ground out of 1,Super Area,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/19/2022,1,1805000,400,3 out of 4,Carpet Area,Medan,Unfurnished,Bachelors,1,Contact Owner,IDR
7/6/2022,2,3040000,1200,Ground out of 4,Super Area,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
4/30/2022,3,3800000,1400,4 out of 5,Super Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/10/2022,3,2660000,1300,2 out of 3,Carpet Area,Yogyakarta,Unfurnished,Bachelors,3,Contact Owner,IDR
7/1/2022,1,1425000,400,2 out of 2,Carpet Area,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/6/2022,1,2641000,650,1 out of 6,Super Area,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
4/30/2022,1,1045000,500,2 out of 3,Super Area,Malang,Unfurnished,Bachelors,1,Contact Owner,IDR
4/30/2022,2,1710000,875,4 out of 5,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/24/2022,1,893000,850,3 out of 3,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/6/2022,3,5700000,1730,7 out of 9,Super Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/31/2022,3,3135000,1500,2 out of 6,Carpet Area,Medan,Semi-Furnished,Bachelors,3,Contact Owner,IDR
6/29/2022,3,4560000,1600,4 out of 4,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/18/2022,2,1805000,900,1 out of 2,Super Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/19/2022,2,2280000,925,2 out of 2,Super Area,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,2850000,1500,2 out of 4,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/21/2022,3,4275000,1600,1 out of 3,Carpet Area,Palembang,Semi-Furnished,Family,3,Contact Owner,IDR
6/29/2022,3,6080000,1300,2 out of 3,Carpet Area,Malang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
5/29/2022,2,1900000,1200,Ground out of 3,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/14/2022,2,2470000,133,1 out of 2,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,1330000,950,Ground out of 1,Super Area,Bandung,Unfurnished,Family,2,Contact Owner,IDR
5/12/2022,3,2280000,1200,3 out of 4,Super Area,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
5/12/2022,2,1425000,950,1 out of 2,Super Area,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,2,2850000,1095,4 out of 5,Super Area,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,1,1520000,400,3 out of 4,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/17/2022,3,4750000,2210,4 out of 5,Super Area,Denpasar,Semi-Furnished,Family,3,Contact Owner,IDR
6/11/2022,3,4940000,1450,4 out of 5,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
5/12/2022,3,2850000,192,2 out of 4,Super Area,Malang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
7/6/2022,1,570000,80,Ground out of 2,Super Area,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
5/25/2022,2,2375000,1315,Ground out of 2,Super Area,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,7980000,1600,2 out of 5,Carpet Area,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/7/2022,2,3800000,1450,2 out of 6,Super Area,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
7/6/2022,3,7600000,1900,2 out of 5,Carpet Area,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
7/6/2022,3,8550000,2600,2 out of 5,Carpet Area,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
5/12/2022,1,1615000,450,Ground out of 1,Super Area,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/1/2022,2,2850000,1000,4 out of 5,Super Area,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/20/2022,2,1710000,100,2 out of 3,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,2660000,1100,Ground out of 3,Super Area,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/25/2022,2,2090000,1200,2 out of 2,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/16/2022,2,1900000,1400,2 out of 4,Super Area,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/2/2022,3,10450000,2000,Ground out of 12,Carpet Area,Bandung,Semi-Furnished,Family,3,Contact Agent,IDR
7/2/2022,2,1900000,1070,2 out of 5,Carpet Area,Medan,Unfurnished,Family,2,Contact Owner,IDR
5/16/2022,2,4750000,1450,3 out of 3,Carpet Area,Semarang,Unfurnished,Family,2,Contact Owner,IDR
5/16/2022,2,5130000,1230,1 out of 6,Super Area,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,2,2280000,1000,Ground out of 2,Super Area,Yogyakarta,Semi-Furnished,Bachelors,3,Contact Owner,IDR
5/25/2022,2,3040000,1200,1 out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
5/12/2022,2,1520000,150,Ground out of 1,Super Area,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,2,2660000,850,4 out of 6,Super Area,Malang,Semi-Furnished,Family,2,Contact Owner,IDR
6/10/2022,2,1900000,1300,Ground out of 1,Super Area,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
7/10/2022,4,28500000,4761,14 out of 18,Super Area,Surabaya,Semi-Furnished,Family,5,Contact Agent,IDR
6/22/2022,2,3040000,1250,1 out of 5,Super Area,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
5/25/2022,1,1140000,100,2 out of 3,Super Area,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
6/24/2022,3,4940000,1550,4 out of 5,Carpet Area,Semarang,Unfurnished,Bachelors,2,Contact Owner,IDR
7/3/2022,2,2470000,1300,2 out of 2,Carpet Area,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
6/13/2022,3,5320000,1600,5 out of 20,Carpet Area,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
6/22/2022,2,1615000,1200,Ground out of 2,Super Area,Denpasar,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
6/22/2022,2,2375000,1200,2 out of 5,Super Area,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
6/22/2022,3,4750000,1970,5 out of 9,Super Area,Malang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
6/28/2022,2,1900000,650,4 out of 4,Carpet Area,Jakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
